delta_margin_logit,delta_margin_prob,k_class_id,k_label,k_rank,l_class_id,l_label,l_rank,sample_idx,shared_only_margin_logit,shared_only_margin_prob,shared_plus_unique_margin_logit,shared_plus_unique_margin_prob
1.595611572265625,0.5106769800186157,6,papillon,0,81,Border collie,1,0,1.5474739074707031,0.36569514870643616,3.143085479736328,0.8763720989227295
2.3952083587646484,0.4609771966934204,6,papillon,0,79,Shetland sheepdog,2,0,3.6783084869384766,0.4528058171272278,6.073516845703125,0.9137830138206482
2.9817047119140625,0.8337029814720154,6,papillon,0,80,collie,3,0,0.08937835693359375,0.0397186279296875,3.0710830688476562,0.8734216094017029
1.126382827758789,0.4513495862483978,6,papillon,0,7,toy terrier,4,0,16.537553787231445,0.46454277634620667,17.663936614990234,0.9158923625946045
0.1004638671875,0.021626055240631104,81,Border collie,1,6,papillon,0,0,-1.5474739074707031,-0.36569514870643616,-1.4470100402832031,-0.34406909346580505
0.1258563995361328,0.007661543786525726,81,Border collie,1,79,Shetland sheepdog,2,0,2.1308345794677734,0.08711066097021103,2.2566909790039062,0.09477220475673676
0.04921722412109375,-0.0012592077255249023,81,Border collie,1,80,collie,3,0,-1.4580955505371094,-0.32597652077674866,-1.4088783264160156,-0.32723572850227356
0.09763908386230469,0.007007166743278503,81,Border collie,1,7,toy terrier,4,0,14.990079879760742,0.09884762018918991,15.087718963623047,0.10585478693246841
0.000484466552734375,-0.03532814979553223,79,Shetland sheepdog,2,6,papillon,0,0,-3.6783084869384766,-0.4528058171272278,-3.677824020385742,-0.48813396692276
0.1300678253173828,0.006159819662570953,79,Shetland sheepdog,2,81,Border collie,1,0,-2.1308345794677734,-0.08711066097021103,-2.0007667541503906,-0.08095084130764008
0.1537647247314453,0.03285440802574158,79,Shetland sheepdog,2,80,collie,3,0,-3.588930130004883,-0.4130871891975403,-3.4351654052734375,-0.3802327811717987
0.10933208465576172,0.0009220177307724953,79,Shetland sheepdog,2,7,toy terrier,4,0,12.859245300292969,0.011736957356333733,12.96857738494873,0.012658975087106228
0.09681320190429688,0.04301616549491882,80,collie,3,6,papillon,0,0,-0.08937835693359375,-0.0397186279296875,0.007434844970703125,0.0032975375652313232
0.019742965698242188,0.01764082908630371,80,collie,3,81,Border collie,1,0,1.4580955505371094,0.32597652077674866,1.4778385162353516,0.34361734986305237
0.0812692642211914,0.020748883485794067,80,collie,3,79,Shetland sheepdog,2,0,3.588930130004883,0.4130871891975403,3.670199394226074,0.43383607268333435
0.09876823425292969,0.020351141691207886,80,collie,3,7,toy terrier,4,0,16.44817543029785,0.42482414841651917,16.54694366455078,0.44517529010772705
0.48741912841796875,-0.1357947289943695,7,toy terrier,4,6,papillon,0,0,-16.537553787231445,-0.46454277634620667,-16.050134658813477,-0.6003375053405762
1.0882415771484375,0.028798632323741913,7,toy terrier,4,81,Border collie,1,0,-14.990079879760742,-0.09884762018918991,-13.901838302612305,-0.070048987865448
0.5742244720458984,-0.002169783227145672,7,toy terrier,4,79,Shetland sheepdog,2,0,-12.859245300292969,-0.011736957356333733,-12.28502082824707,-0.013906740583479404
1.0409374237060547,0.10918638110160828,7,toy terrier,4,80,collie,3,0,-16.44817543029785,-0.42482414841651917,-15.407238006591797,-0.3156377673149109
1.0843381881713867,0.00022208690643310547,86,miniature pinscher,0,76,kelpie,1,1,8.918060302734375,0.9996241331100464,10.002398490905762,0.9998462200164795
0.6148757934570312,0.0001590251922607422,86,miniature pinscher,0,85,Doberman,2,1,9.79704475402832,0.9997024536132812,10.411920547485352,0.999861478805542
0.2774200439453125,0.00014126300811767578,86,miniature pinscher,0,83,Rottweiler,3,1,10.344025611877441,0.999725878238678,10.621445655822754,0.9998671412467957
0.8498773574829102,0.00014394521713256836,86,miniature pinscher,0,7,toy terrier,4,1,10.905146598815918,0.9997397065162659,11.755023956298828,0.9998836517333984
0.7560253143310547,0.0003089308738708496,76,kelpie,1,86,miniature pinscher,0,1,-8.918060302734375,-0.9996241331100464,-8.16203498840332,-0.9993152022361755
0.5351676940917969,0.00013752093946095556,76,kelpie,1,85,Doberman,2,1,0.8789844512939453,7.831315451767296e-05,1.4141521453857422,0.00021583409397862852
