class_id,delta,hypothesis_weight,label,p_full,p_shared_only,p_shared_plus_unique,rank,sample_idx
6,2.8692185878753662e-05,0.20000000298023224,frog,0.1172260269522667,0.11624149978160858,0.11627019196748734,0,0
9,9.59634780883789e-06,0.20000000298023224,truck,0.10613247752189636,0.10586824268102646,0.1058778390288353,1,0
7,4.626810550689697e-06,0.20000000298023224,horse,0.10373842716217041,0.10376030206680298,0.10376492887735367,2,0
1,-1.3023614883422852e-05,0.20000000298023224,automobile,0.10285039991140366,0.10328356176614761,0.10327053815126419,3,0
4,-8.545815944671631e-06,0.20000000298023224,deer,0.10221784561872482,0.10304224491119385,0.10303369909524918,4,0
6,1.078099012374878e-05,0.20000000298023224,frog,0.11663541942834854,0.1160253956913948,0.11603617668151855,0,1
9,3.2410025596618652e-06,0.20000000298023224,truck,0.10465901345014572,0.10456547886133194,0.1045687198638916,1,1
7,1.1622905731201172e-06,0.20000000298023224,horse,0.10341383516788483,0.10345014929771423,0.10345131158828735,2,1
4,-3.941357135772705e-06,0.20000000298023224,deer,0.1019909456372261,0.10239415615797043,0.10239021480083466,3,1
1,1.043081283569336e-07,0.20000000298023224,automobile,0.10178274661302567,0.10195407271385193,0.10195417702198029,4,1
6,3.4809112548828125e-05,0.20000000298023224,frog,0.13396723568439484,0.13263553380966187,0.1326703429222107,0,2
9,8.411705493927002e-06,0.20000000298023224,truck,0.10910210013389587,0.10885770618915558,0.1088661178946495,1,2
1,1.1011958122253418e-05,0.20000000298023224,automobile,0.1064985916018486,0.10706676542758942,0.10707777738571167,2,2
7,1.2017786502838135e-05,0.20000000298023224,horse,0.10290820896625519,0.102410227060318,0.10242224484682083,3,2
4,-1.583993434906006e-05,0.20000000298023224,deer,0.10084601491689682,0.10188785195350647,0.10187201201915741,4,2
6,1.5094876289367676e-05,0.20000000298023224,frog,0.11515478789806366,0.11430484801530838,0.11431994289159775,0,3
7,-7.517635822296143e-06,0.20000000298023224,horse,0.10574103146791458,0.10581716150045395,0.10580964386463165,1,3
1,2.3096799850463867e-07,0.20000000298023224,automobile,0.10400959104299545,0.10408417880535126,0.10408440977334976,2,3
9,1.0162591934204102e-05,0.20000000298023224,truck,0.10388176143169403,0.10392795503139496,0.10393811762332916,3,3
4,-5.2675604820251465e-06,0.20000000298023224,deer,0.10164712369441986,0.10196786373853683,0.10196259617805481,4,3
