class_id,delta,hypothesis_weight,label,p_full,p_shared_only,p_shared_plus_unique,rank,sample_idx
1,0.00017917156219482422,0.20000000298023224,1,0.14141066372394562,0.1378587782382965,0.13803794980049133,0,0
3,0.0001163482666015625,0.20000000298023224,3,0.1337820440530777,0.1320306807756424,0.13214702904224396,1,0
7,5.5126845836639404e-05,0.20000000298023224,7,0.11542943865060806,0.11447610706090927,0.11453123390674591,2,0
5,2.7008354663848877e-05,0.20000000298023224,5,0.109771728515625,0.10958230495452881,0.10960931330919266,3,0
9,1.6324222087860107e-05,0.20000000298023224,9,0.10164302587509155,0.10166801512241364,0.1016843393445015,4,0
1,0.00017338991165161133,0.20000000298023224,1,0.13897599279880524,0.13590820133686066,0.13608159124851227,0,1
3,0.00010156631469726562,0.20000000298023224,3,0.1345919519662857,0.13290320336818695,0.13300476968288422,1,1
7,5.6371092796325684e-05,0.20000000298023224,7,0.11494848877191544,0.11429611593484879,0.11435248702764511,2,1
5,2.3581087589263916e-05,0.20000000298023224,5,0.11029279232025146,0.11004748195409775,0.11007106304168701,3,1
9,1.5176832675933838e-05,0.20000000298023224,9,0.10158659517765045,0.10142641514539719,0.10144159197807312,4,1
1,0.00015215575695037842,0.20000000298023224,1,0.14371560513973236,0.14075395464897156,0.14090611040592194,0,2
3,0.00011399388313293457,0.20000000298023224,3,0.13735690712928772,0.13555964827537537,0.1356736421585083,1,2
7,6.303191184997559e-05,0.20000000298023224,7,0.11726150661706924,0.1162726953625679,0.11633572727441788,2,2
5,1.8268823623657227e-05,0.20000000298023224,5,0.1098465621471405,0.10972937196493149,0.10974764078855515,3,2
9,4.477798938751221e-06,0.20000000298023224,9,0.10124936699867249,0.10133671760559082,0.10134119540452957,4,2
1,0.00019322335720062256,0.20000000298023224,1,0.13267749547958374,0.1298191398382187,0.1300123631954193,0,3
3,0.00013828277587890625,0.20000000298023224,3,0.13152287900447845,0.12956833839416504,0.12970662117004395,1,3
7,6.537884473800659e-05,0.20000000298023224,7,0.11654816567897797,0.1154801994562149,0.11554557830095291,2,3
5,5.570799112319946e-05,0.20000000298023224,5,0.1117379367351532,0.11110197752714157,0.11115768551826477,3,3
9,-2.0191073417663574e-06,0.20000000298023224,9,0.10213671624660492,0.1024228036403656,0.10242078453302383,4,3
